DNB_observations,FP_MCE,FP_VEF,FP_Status,FP_Num_Fire,FP_I04_Mean,FP_I05_Mean,FP_BTD_Mean,FP_WinSize,FP_M13_Rad,FP_M13_Rad_Mean,FP_M13_Rad_MAD,FP_M13_Rad_Num,FP_M13_WinSize,FP_Power_QA,FP_M07_Rad,FP_M07_Rad_Mean,FP_M07_Rad_Num,FP_M08_Rad,FP_M08_Rad_Mean,FP_M08_Rad_Num,FP_M10_Rad,FP_M10_Rad_Mean,FP_M10_Rad_Num,FP_M11_Rad,FP_M11_Rad_Mean,FP_M11_Rad_Num,FP_M12_Rad,FP_M12_Rad_Mean,FP_M12_Rad_Num,FP_M14_Rad,FP_M14_Rad_Mean,FP_M14_Rad_Num,FP_M15_Rad,FP_M15_Rad_Mean,FP_M15_Rad_Num,FP_M16_Rad,FP_M16_Rad_Mean,FP_M16_Rad_Num,FP_I04_Rad,FP_I04_Rad_Mean,FP_I04_Rad_Num,FP_I05_Rad,FP_I05_Rad_Mean,FP_I05_Rad_Num,FP_BG_Temp,FP_Fire_Temp,FP_Fire_Frac,FP_Opt_Status,FP_DNB_POS,FP_Power,FP_VE,FP_Area,FP_Line,FP_Sample,FP_Latitude,FP_Longitude,FP_CM,FP_Bowtie,Solar_Zenith,FP_confidence,FP_Land_Type,FP_Gas_Flaring,FP_Peatland,FP_Peatfrac,FP_AdjWater,FP_AdjCloud,FP_SAA_flag,FP_T04_1,FP_T04_2,FP_T04_3,FP_T04_4,FP_T05_1,FP_T05_2,FP_T05_3,FP_T05_4,Sensor_Zenith,Sensor_Azimuth,overpass,FP_DNB_Rad,FP_DNB_Rad_Mean,Emis_M14_CLT,Emis_M15_CLT,Emis_M16_CLT,LST_Day_1KM,LST_Night_1KM,LST_Day_1KM_STD,LST_Night_1KM_STD,Emis_I05_CLT,Emis_M14,Emis_M15,Emis_M16,Emis_I05,Static_flag
98.84826,0.9002964,0.0014186293,7,1,279.06726,278.88974,0.07588196,10,0.36177883,0.25059828,0.008087405,38,6,1,0.023804178,0.007830322,38,0.084550165,0.009493352,38,0.13784856,0.0032688205,38,0.1650475,0.001622658,38,0.28285554,0.13229287,38,5.937262,5.676626,38,6.9008026,6.685258,38,6.642619,6.4404984,38,0.3162429,0.14829327,38,6.7137933,6.511835,38,277.87622,935.53455,5e-05,0,1.0,2.4846396,0.0035247826,1135046.0,1129,2472,51.68443,42.508167,1,0.0,100.79,8,12,0,0,N/A,0,0,0,280.01434,279.60806,308.96542,285.7575,279.2734,279.1069,279.4431,277.69867,48.78,-66.04,0006,0.0009884826,0.0,0.96,0.972,0.974,305.36,284.34000000000003,2.06,4.6000000000000005,0.973,0.958,0.972,0.976,0.974,0
