lambda,transmittance,rsr,tau_wvp,tau_other_gas
11.069,0.71678585,0.010126479957490695,0.32855985,0.0044183386
11.077,0.70915383,0.011204501815257359,0.33871678,0.0049659302
11.085,0.71189034,0.012282658081593118,0.33407655,0.005754728
11.093,0.71708566,0.01336081434003045,0.3288644,0.0036956463
11.101,0.715288,0.014438818557649382,0.32968467,0.0053852955
11.109,0.7150839,0.015516968939568014,0.3298901,0.00546508
11.117,0.715333,0.01659499668273914,0.33118367,0.0038232526
11.125,0.71274674,0.017673152941176468,0.33257028,0.0060586445
11.133,0.69602543,0.0187512974415051,0.3569135,0.0054556867
11.141,0.650105,0.019829336946420105,0.42672056,0.0039007463
11.149,0.7005434,0.02091335286586998,0.34985355,0.006045294
11.157,0.6842877,0.022050228022137807,0.36987925,0.009497601
11.165,0.7019181,0.025855223014921706,0.34578627,0.008152142
11.173,0.7081927,0.029687684707641576,0.33768532,0.007353629
11.181,0.7088834,0.03353694122529912,0.33844477,0.005619312
11.189,0.7079379,0.03739069776970356,0.3398937,0.005505195
11.197,0.7059499,0.041244018461788795,0.34178847,0.006422417
11.205,0.70367825,0.0450977867777207,0.34466058,0.0067734285
11.213,0.67529035,0.048957957033853354,0.38536295,0.007249783
11.221,0.58233565,0.05292211614209339,0.53417987,0.006528361
11.229,0.65870404,0.06199001207347293,0.41117078,0.0063102203
11.237,0.60582507,0.07182531490209232,0.4946324,0.006531653
11.245,0.665922,0.08170136442462794,0.4003723,0.0062105134
11.253,0.48066324,0.09159042651833915,0.72610646,0.0064820074
11.261,0.6185571,0.10147830979695133,0.47216845,0.008197441
11.269,0.34840164,0.11136735424921357,1.0485576,0.005841806
11.277,0.5306837,0.12126345384988317,0.6279383,0.0056508332
11.285,0.6756531,0.13132268825486107,0.38588244,0.0061930823
11.293,0.6855992,0.1497709803338014,0.37095964,0.0065023783
11.301,0.6814178,0.17102822056180128,0.37763345,0.005946179
11.309,0.5614085,0.19237616429802581,0.57136416,0.0059422157
11.317,0.452894,0.21375167489143773,0.78673965,0.005357084
11.325,0.57888186,0.2351246256864679,0.5414906,0.005166396
11.333,0.68077725,0.25650011863834105,0.3791167,0.0054032938
11.341,0.67687905,0.2778745217996054,0.38522565,0.00503699
11.349,0.56445014,0.2993566618924753,0.5673338,0.0045693372
11.357,0.6667422,0.32603492732903233,0.40125754,0.0040941993
11.365,0.6837905,0.355785200038595,0.37669313,0.0034104385
11.373,0.64728045,0.3856063642135196,0.4263414,0.008634164
11.381,0.37784386,0.4154435661829771,0.9597594,0.01351478
11.389,0.58351094,0.4452843135207256,0.53323495,0.005457078
11.397,0.6784607,0.47512506673570437,0.38409448,0.0038342446
11.405,0.6833522,0.5049622687072777,0.3770758,0.0036690247
11.413,0.6790629,0.5347660268272838,0.38328198,0.0037595362
11.421,0.6822001,0.5625083722040533,0.37794796,0.00448427
11.429,0.6867008,0.58823574630266,0.37180027,0.0040561594
11.437,0.68548864,0.6139134101194513,0.3733957,0.004227604
11.445,0.68452394,0.6395640037852559,0.3748157,0.0042159553
11.453,0.6805641,0.6652176437063348,0.38060552,0.004227663
11.461,0.6713646,0.6908712836342297,0.39326185,0.0051811193
11.469,0.60728294,0.7165218890579242,0.49407008,0.0046904827
11.477,0.29150346,0.7420738689138515,1.228118,0.00458576
11.485,0.57062924,0.7628161255131449,0.5564455,0.0045702043
11.493,0.66719913,0.7758796493641569,0.40027982,0.004386863
11.501,0.67654234,0.7888162396202097,0.38616017,0.004599965
11.509,0.6782175,0.8017025820283773,0.38347697,0.0048102806
11.517,0.677868,0.8145904724873271,0.38306653,0.005736139
11.525,0.67659485,0.8274767972573668,0.38407043,0.0066122133
11.533,0.67544085,0.8403646935920723,0.38792008,0.0044695577
11.541,0.6660536,0.8532247395249304,0.40204585,0.0043392936
11.549,0.55716187,0.8649200505604469,0.5806629,0.0042365696
11.557,0.34126073,0.8733630451699645,1.0708958,0.004212786
11.565,0.5486511,0.8817616066957817,0.59285074,0.0074419016
11.573,0.6646339,0.8901416932343423,0.400702,0.007816706
11.581,0.6727053,0.8985205435833206,0.3913559,0.0050920574
11.589,0.6729782,0.9068983833830436,0.39208928,0.003952959
11.597,0.67215854,0.9152772396103808,0.39373598,0.0035251249
11.605,0.67427826,0.9236390768965772,0.39097017,0.0031421734
11.613,0.6720596,0.9313933813302883,0.39441055,0.002997524
11.621,0.6708932,0.9353974913436887,0.39629638,0.0028489213
11.629,0.6350769,0.9393502452993956,0.45154035,0.0024688856
11.637,0.64414304,0.9432789411722968,0.43726608,0.0025683334
11.645,0.590895,0.9472038010413676,0.52378535,0.0023318324
11.653,0.6335135,0.9511281812930834,0.4543835,0.0020904841
11.661,0.6638992,0.9550530411609875,0.40676934,0.0028555605
11.669,0.66137654,0.9589687111028331,0.41102874,0.002403264
11.677,0.6542881,0.962803600580552,0.42228454,0.0019228768
11.685,0.6377173,0.9628935572187985,0.447549,0.0023111436
11.693,0.5391803,0.9629514813840977,0.6158664,0.0018389612
11.701,0.20170237,0.9629936069278493,1.5990001,0.0019621246
11.709,0.47286665,0.9630327570334041,0.74568707,0.0032548283
11.717,0.39653385,0.9630719176843532,0.9222399,0.0027536792
11.725,0.1419847,0.9631110430501602,1.949597,0.002439567
