lambda,transmittance,rsr,tau_wvp,tau_other_gas
10.174,0.75348604,0.010035899669947829,0.23628138,0.046763327
10.18831,0.7394208,0.011684195293680776,0.25158012,0.05030787
10.2026205,0.7541033,0.01333409327933576,0.23094797,0.05127789
10.216929,0.7383832,0.014983776060878817,0.24762322,0.055669203
10.23124,0.66058594,0.016635579220650443,0.35726827,0.057359785
10.24555,0.5930594,0.018293904539397284,0.4620915,0.060369365
10.25986,0.6775152,0.02148734464303223,0.32841223,0.060910925
10.27417,0.6298672,0.02591424469105134,0.40101406,0.061232094
10.288481,0.65925324,0.03034491258027048,0.3566021,0.06004543
10.30279,0.6830356,0.03477684000267242,0.32422572,0.056982566
10.3171,0.7435219,0.03921345039453214,0.24376275,0.052594088
10.33141,0.7353476,0.04371772971159039,0.25830096,0.04911091
10.345719,0.68812925,0.05487225875694949,0.33109543,0.042683322
10.36003,0.7406071,0.06633026023908715,0.26850504,0.03178004
10.37434,0.76775473,0.07778936018519517,0.243045,0.02123992
10.38865,0.7679597,0.0892590738006133,0.25104064,0.012977282
10.40296,0.75969297,0.10073901885875322,0.2683399,0.006500966
10.41727,0.7217144,0.11874241665501517,0.31728253,0.008843472
10.431581,0.7391777,0.14753694903735562,0.2883721,0.013844642
10.445889,0.7602406,0.176357372037021,0.25332555,0.020794732
10.4602,0.67104626,0.20518663918105468,0.36747533,0.031441957
10.47451,0.6609678,0.23404347423928018,0.37577388,0.03827616
10.48882,0.6410478,0.2629815208168943,0.40980175,0.034849457
10.50313,0.7385859,0.3066542110923072,0.27087998,0.03213776
10.517441,0.73835456,0.3545096861849698,0.26154718,0.041783858
10.53175,0.6972205,0.4023755721291276,0.3099673,0.050686374
10.54606,0.49887812,0.4502657850341353,0.6546021,0.040791374
10.56037,0.70086044,0.49817281082953146,0.3234675,0.031979084
10.574679,0.7087478,0.5462125359692447,0.2998918,0.04436372
10.58899,0.68788487,0.5949936802146205,0.3278839,0.046249982
10.6033,0.740964,0.6437838695323148,0.27095273,0.028850487
10.61761,0.71832585,0.6925751936059181,0.29871732,0.032114603
10.63192,0.69062734,0.7413648711189048,0.32853818,0.04161657
10.646231,0.74114543,0.7901135078385764,0.27418682,0.025371462
10.66054,0.73712194,0.8262071486738728,0.28163946,0.02336244
10.6748495,0.72848445,0.8539049047597702,0.28406164,0.03272724
10.68916,0.7426388,0.8815753438733419,0.27867427,0.018871093
10.703469,0.742243,0.9092234526354935,0.27964044,0.018438006
10.71778,0.7343323,0.9368479212783118,0.28399843,0.024795054
10.73209,0.7377466,0.9641458827761565,0.28996322,0.014191559
10.746401,0.7360795,0.9706534268296212,0.28873608,0.017680962
10.76071,0.7060414,0.9770890621113173,0.33258638,0.015495053
10.77502,0.72618437,0.9835185085080462,0.31214917,0.0078020245
10.7893305,0.7318307,0.9899142678535232,0.29897106,0.013234719
10.803639,0.628742,0.9962945440035268,0.45703056,0.0070035695
10.81795,0.63095653,0.9976773160704641,0.45319527,0.007323018
10.83226,0.6826814,0.9922399166148794,0.37324867,0.008478329
10.84657,0.4976164,0.9867809418711806,0.69280696,0.00511883
10.86088,0.68819654,0.9813176243420689,0.3657937,0.007887217
10.875191,0.7206705,0.9758406748868074,0.32276294,0.0048100613
10.8895,0.65835994,0.9703340262905236,0.4116398,0.0063637933
